time_idx,Energy_kwh,house_hold,temperature,windSpeed,precipType,icon,summary,bool_weather_missing_values,year,month,day,hour,dayofweek_num
103,0.19,0,8.18,1.61,0,0,1,0,0,0,4,7,4
104,0.20800000000000002,0,8.69,1.61,0,0,1,0,0,0,4,8,4
105,0.845,0,8.75,2.37,0,1,1,0,0,0,4,9,4
106,0.189,0,9.17,2.62,0,1,1,0,0,0,4,10,4
107,0.35,0,9.8,3.05,0,1,1,0,0,0,4,11,4
108,1.1560000000000001,0,10.32,3.88,0,1,1,0,0,0,4,12,4
109,0.32399999999999995,0,10.45,4.51,0,1,1,0,0,0,4,13,4
110,0.8029999999999999,0,10.66,4.9,0,1,1,0,0,0,4,14,4
111,1.096,0,10.28,4.09,0,1,1,0,0,0,4,15,4
112,0.886,0,10.17,3.86,0,1,1,0,0,0,4,16,4
113,0.581,0,10.18,4.48,0,0,1,0,0,0,4,17,4
114,0.426,0,10.17,4.05,0,0,1,0,0,0,4,18,4
115,0.763,0,10.14,3.57,0,0,1,0,0,0,4,19,4
116,0.471,0,9.69,3.12,0,0,0,0,0,0,4,20,4
117,0.382,0,9.08,2.7,0,3,2,0,0,0,4,21,4
118,0.383,0,8.39,2.49,0,3,2,0,0,0,4,22,4
119,0.28,0,7.84,2.27,0,3,2,0,0,0,4,23,4
120,0.125,0,7.42,2.33,0,3,2,0,0,0,5,0,5
121,0.11099999999999999,0,7.71,2.12,0,3,2,0,0,0,5,1,5
122,0.12,0,7.26,2.01,0,3,2,0,0,0,5,2,5
123,0.11499999999999999,0,6.91,2.54,0,3,2,0,0,0,5,3,5
124,0.10500000000000001,0,7.03,2.81,0,0,0,0,0,0,5,4,5
125,0.122,0,6.99,2.53,0,0,0,0,0,0,5,5,5
126,0.113,0,6.98,2.56,0,5,4,0,0,0,5,6,5
127,0.11,0,6.98,2.11,0,5,4,0,0,0,5,7,5
128,0.12,0,7.02,1.6,0,5,4,0,0,0,5,8,5
129,0.118,0,7.53,2.14,0,5,4,0,0,0,5,9,5
130,0.258,0,7.53,1.55,0,5,4,0,0,0,5,10,5
131,0.515,0,7.97,1.83,0,5,4,0,0,0,5,11,5
132,0.7929999999999999,0,7.57,1.96,0,5,4,0,0,0,5,12,5
133,0.597,0,7.68,2.13,0,1,1,0,0,0,5,13,5
134,0.356,0,7.61,2.3,0,1,1,0,0,0,5,14,5
135,2.112,0,7.3,2.79,0,1,1,0,0,0,5,15,5
136,0.25,0,7.51,2.39,0,1,1,0,0,0,5,16,5
137,0.30600000000000005,0,7.57,1.91,0,0,1,0,0,0,5,17,5
138,0.353,0,7.6,1.96,0,0,1,0,0,0,5,18,5
139,0.273,0,7.96,1.94,0,0,1,0,0,0,5,19,5
140,0.374,0,8.53,2.97,0,0,1,0,0,0,5,20,5
141,0.397,0,8.57,2.96,0,0,1,0,0,0,5,21,5
142,0.359,0,8.61,3.36,0,0,1,0,0,0,5,22,5
143,0.271,0,8.48,3.3,0,0,1,0,0,0,5,23,5
144,0.158,0,8.06,3.42,0,0,1,0,0,0,6,0,6
145,0.14300000000000002,0,7.98,3.2,0,0,1,0,0,0,6,1,6
146,0.14800000000000002,0,7.94,3.12,0,0,1,0,0,0,6,2,6
147,0.152,0,7.56,2.86,0,4,3,0,0,0,6,3,6
148,0.198,0,7.47,2.52,0,0,1,0,0,0,6,4,6
149,0.196,0,7.11,2.48,0,4,3,0,0,0,6,5,6
150,0.137,0,7.1,2.7,0,0,1,0,0,0,6,6,6
151,0.212,0,7.39,2.66,0,0,1,0,0,0,6,7,6
152,0.31,0,7.45,2.7,0,0,1,0,0,0,6,8,6
153,0.196,0,7.5,2.7,0,1,1,0,0,0,6,9,6
154,0.123,0,7.89,3.14,0,1,1,0,0,0,6,10,6
155,0.123,0,7.97,3.44,0,1,1,0,0,0,6,11,6
156,0.123,0,8.06,3.62,0,1,1,0,0,0,6,12,6
157,0.11399999999999999,0,8.56,3.74,0,1,1,0,0,0,6,13,6
158,0.119,0,8.56,3.88,0,1,1,0,0,0,6,14,6
159,0.111,0,8.52,3.87,0,1,1,0,0,0,6,15,6
160,0.11599999999999999,0,8.37,4.09,0,1,1,0,0,0,6,16,6
161,0.11199999999999999,0,8.04,3.8,0,0,1,0,0,0,6,17,6
162,0.11299999999999999,0,8.07,3.7,0,0,1,0,0,0,6,18,6
163,0.111,0,8.19,3.53,0,0,1,0,0,0,6,19,6
164,0.34,0,8.57,3.79,0,0,1,0,0,0,6,20,6
165,0.597,0,9.02,3.75,0,0,1,0,0,0,6,21,6
166,0.5549999999999999,0,9.02,3.39,0,0,1,0,0,0,6,22,6
167,0.206,0,9.08,3.16,0,0,1,0,0,0,6,23,6
168,0.133,0,9.08,3.37,0,0,1,0,0,0,7,0,0
169,0.11,0,9.1,3.45,0,0,1,0,0,0,7,1,0
170,0.129,0,9.11,3.47,0,0,1,0,0,0,7,2,0
171,0.108,0,9.24,3.57,0,0,1,0,0,0,7,3,0
172,0.121,0,9.62,3.31,0,0,1,0,0,0,7,4,0
173,0.111,0,9.65,3.32,0,0,1,0,0,0,7,5,0
174,0.11,0,9.64,3.14,0,0,1,0,0,0,7,6,0
175,0.188,0,9.53,3.23,0,0,1,0,0,0,7,7,0
176,0.23299999999999998,0,9.02,3.5,0,0,0,0,0,0,7,8,0
177,0.24,0,9.08,3.95,0,1,1,0,0,0,7,9,0
178,0.11599999999999999,0,9.78,3.98,0,1,1,0,0,0,7,10,0
179,0.10999999999999999,0,10.01,4.11,0,1,0,0,0,0,7,11,0
180,0.123,0,10.86,4.54,0,1,0,0,0,0,7,12,0
181,0.19,0,11.23,5.03,0,1,1,0,0,0,7,13,0
182,0.13,0,10.86,4.57,0,1,1,0,0,0,7,14,0
183,0.11199999999999999,0,10.79,3.92,0,1,1,0,0,0,7,15,0
184,0.119,0,10.78,3.63,0,1,1,0,0,0,7,16,0
185,0.111,0,10.67,3.59,0,0,1,0,0,0,7,17,0
186,0.107,0,10.32,3.59,0,0,1,0,0,0,7,18,0
187,0.459,0,10.11,3.96,0,0,1,0,0,0,7,19,0
188,0.433,0,10.14,3.92,0,0,1,0,0,0,7,20,0
189,0.512,0,9.67,3.67,0,0,1,0,0,0,7,21,0
190,0.508,0,9.23,3.78,0,0,1,0,0,0,7,22,0
191,0.243,0,9.22,3.21,0,0,1,0,0,0,7,23,0
192,0.11399999999999999,0,8.84,3.0,0,4,3,0,0,0,8,0,1
193,0.126,0,9.18,2.86,0,4,3,0,0,0,8,1,1
194,0.112,0,9.19,2.51,0,0,1,0,0,0,8,2,1
195,0.108,0,9.21,1.97,0,0,1,0,0,0,8,3,1
196,0.109,0,9.14,1.4,0,0,1,0,0,0,8,4,1
197,0.125,0,9.13,0.95,0,0,0,0,0,0,8,5,1
198,0.105,0,9.1,1.5,0,0,1,0,0,0,8,6,1
199,0.23700000000000002,0,8.93,2.84,0,0,1,0,0,0,8,7,1
200,0.266,0,8.46,3.3,0,0,1,0,0,0,8,8,1
201,0.165,0,8.37,3.31,0,1,1,0,0,0,8,9,1
202,0.124,0,7.99,2.76,0,1,1,0,0,0,8,10,1
203,0.113,0,8.01,2.63,0,1,1,0,0,0,8,11,1
204,0.115,0,8.07,2.24,0,1,0,0,0,0,8,12,1
205,0.128,0,8.16,2.09,0,1,0,0,0,0,8,13,1
206,0.112,0,8.16,2.19,0,1,0,0,0,0,8,14,1
207,0.11199999999999999,0,7.96,1.86,0,1,0,0,0,0,8,15,1
208,0.11699999999999999,0,7.21,1.35,0,1,0,0,0,0,8,16,1
209,0.122,0,6.41,1.04,0,0,0,0,0,0,8,17,1
210,0.109,0,5.58,0.63,0,3,2,0,0,0,8,18,1
211,0.29900000000000004,0,4.98,0.33,0,3,2,0,0,0,8,19,1
212,0.44699999999999995,0,3.56,0.61,0,3,2,0,0,0,8,20,1
213,0.538,0,2.73,0.68,0,3,2,0,0,0,8,21,1
214,0.447,0,2.57,0.77,0,3,2,0,0,0,8,22,1
215,0.216,0,1.77,0.96,0,3,2,0,0,0,8,23,1
216,0.123,0,1.92,0.7,0,3,2,0,0,0,9,0,2
217,0.11,0,1.56,0.5,0,0,0,0,0,0,9,1,2
218,0.178,0,1.16,0.79,0,0,0,0,0,0,9,2,2
219,0.14500000000000002,0,1.29,0.93,0,0,1,0,0,0,9,3,2
220,0.115,0,1.39,1.31,0,0,0,0,0,0,9,4,2
221,0.122,0,1.4,0.82,0,0,0,0,0,0,9,5,2
222,0.10400000000000001,0,1.98,1.14,0,0,1,0,0,0,9,6,2
223,0.173,0,2.02,0.95,0,0,1,0,0,0,9,7,2
224,0.245,0,1.93,0.89,0,0,1,0,0,0,9,8,2
225,0.18,0,2.36,1.14,0,1,1,0,0,0,9,9,2
226,0.111,0,2.47,1.54,0,1,1,0,0,0,9,10,2
227,0.119,0,2.95,2.2,0,1,1,0,0,0,9,11,2
228,0.12,0,2.66,1.93,0,1,1,0,0,0,9,12,2
229,0.109,0,3.1,2.1,0,1,1,0,0,0,9,13,2
230,0.108,0,3.08,2.03,0,1,1,0,0,0,9,14,2
231,0.121,0,3.43,1.77,0,1,1,0,0,0,9,15,2
232,0.108,0,3.01,1.8,0,1,1,0,0,0,9,16,2
233,0.106,0,2.97,1.87,0,0,1,0,0,0,9,17,2
234,0.105,0,3.0,2.23,0,0,1,0,0,0,9,18,2
235,0.274,0,2.96,2.39,0,0,1,0,0,0,9,19,2
236,0.375,0,2.57,2.21,0,0,1,0,0,0,9,20,2
237,0.43,0,2.23,2.62,0,4,3,0,0,0,9,21,2
238,0.365,0,2.49,2.7,0,0,1,0,0,0,9,22,2
239,0.20700000000000002,0,2.47,2.6,0,0,1,0,0,0,9,23,2
240,0.112,0,2.09,2.54,0,0,1,0,0,0,10,0,3
241,0.123,0,2.07,2.47,0,0,1,0,0,0,10,1,3
242,0.11,0,2.11,2.21,0,0,1,0,0,0,10,2,3
243,0.105,0,1.73,1.7,0,0,1,0,0,0,10,3,3
244,0.106,0,1.58,2.15,0,0,0,0,0,0,10,4,3
245,0.119,0,1.21,1.75,0,0,0,0,0,0,10,5,3
246,0.109,0,0.89,2.0,1,0,1,0,0,0,10,6,3
247,0.174,0,1.66,1.92,0,0,0,0,0,0,10,7,3
248,0.317,0,1.76,1.6,0,0,1,0,0,0,10,8,3
249,0.16,0,2.24,1.48,0,1,0,0,0,0,10,9,3
250,0.125,0,2.78,1.33,0,1,1,0,0,0,10,10,3
251,0.111,0,3.71,1.28,0,1,1,0,0,0,10,11,3
252,0.11,0,4.68,1.17,0,1,1,0,0,0,10,12,3
253,0.10400000000000001,0,5.31,0.48,0,1,1,0,0,0,10,13,3
254,0.10300000000000001,0,5.7,0.36,0,1,0,0,0,0,10,14,3
255,0.119,0,5.24,0.29,0,1,1,0,0,0,10,15,3
256,0.104,0,4.64,0.92,0,1,1,0,0,0,10,16,3
257,0.101,0,3.97,1.66,0,0,0,0,0,0,10,17,3
258,0.157,0,3.35,1.39,0,3,2,0,0,0,10,18,3
259,0.161,0,2.78,1.38,0,3,2,0,0,0,10,19,3
260,0.595,0,1.91,2.03,0,3,2,0,0,0,10,20,3
261,0.45799999999999996,0,2.15,1.86,0,3,2,0,0,0,10,21,3
262,0.401,0,1.37,2.35,0,3,2,0,0,0,10,22,3
263,0.383,0,1.37,2.39,0,3,2,0,0,0,10,23,3
264,0.17200000000000001,0,1.75,2.45,0,3,2,0,0,0,11,0,4
265,0.113,0,1.86,2.55,0,3,2,0,0,0,11,1,4
266,0.12,0,2.39,3.12,0,3,2,0,0,0,11,2,4
267,0.104,0,2.86,3.15,0,0,0,0,0,0,11,3,4
268,0.104,0,2.99,3.72,0,0,0,0,0,0,11,4,4
269,0.11599999999999999,0,3.08,4.01,0,0,0,0,0,0,11,5,4
270,0.11199999999999999,0,3.38,4.34,0,0,1,0,0,0,11,6,4
271,0.173,0,3.05,4.93,0,0,1,0,0,0,11,7,4
272,0.831,0,3.08,4.97,0,0,1,0,0,0,11,8,4
273,0.396,0,3.58,5.15,0,1,1,0,0,0,11,9,4
274,0.28800000000000003,0,3.66,5.64,0,1,1,0,0,0,11,10,4
275,0.157,0,4.18,5.9,0,1,1,0,0,0,11,11,4
276,0.12,0,4.52,6.55,0,1,1,0,0,0,11,12,4
277,0.121,0,4.52,6.63,0,1,1,0,0,0,11,13,4
278,0.11499999999999999,0,4.53,6.8,0,1,0,0,0,0,11,14,4
279,0.11099999999999999,0,4.07,6.21,0,1,1,0,0,0,11,15,4
280,0.102,0,3.88,6.07,0,1,0,0,0,0,11,16,4
281,0.119,0,3.93,5.59,0,0,1,0,0,0,11,17,4
282,0.099,0,3.86,5.35,0,0,1,0,0,0,11,18,4
283,0.381,0,3.41,4.69,0,0,1,0,0,0,11,19,4
284,0.304,0,3.38,4.36,0,0,1,0,0,0,11,20,4
285,0.482,0,3.58,4.85,0,0,1,0,0,0,11,21,4
286,0.344,0,3.56,4.79,0,0,1,0,0,0,11,22,4
287,0.375,0,3.52,4.36,0,0,1,0,0,0,11,23,4
288,0.134,0,3.48,4.42,0,0,1,0,0,0,12,0,5
289,0.108,0,3.48,4.15,0,0,1,0,0,0,12,1,5
290,0.11,0,3.48,4.42,0,0,1,0,0,0,12,2,5
291,0.11499999999999999,0,3.35,4.17,0,0,1,0,0,0,12,3,5
292,0.105,0,2.94,4.57,0,0,1,0,0,0,12,4,5
293,0.104,0,2.89,4.16,0,0,1,0,0,0,12,5,5
294,0.173,0,2.35,3.95,0,0,1,0,0,0,12,6,5
295,0.20400000000000001,0,2.28,3.55,0,0,1,0,0,0,12,7,5
296,0.20600000000000002,0,2.12,3.73,0,0,0,0,0,0,12,8,5
297,0.107,0,1.45,3.5,0,1,0,0,0,0,12,9,5
298,0.719,0,1.57,3.57,0,1,0,0,0,0,12,10,5
299,0.305,0,2.44,4.03,0,1,0,0,0,0,12,11,5
300,0.91,0,2.88,4.0,0,1,0,0,0,0,12,12,5
301,0.734,0,2.88,3.93,0,1,0,0,0,0,12,13,5
302,0.911,0,2.88,3.8,0,1,0,0,0,0,12,14,5
303,0.358,0,2.69,3.73,0,1,1,0,0,0,12,15,5
304,0.28300000000000003,0,2.31,3.45,0,1,1,0,0,0,12,16,5
305,0.319,0,1.83,2.71,0,0,1,0,0,0,12,17,5
306,0.277,0,1.73,2.58,0,0,1,0,0,0,12,18,5
307,0.291,0,1.64,2.37,0,0,1,0,0,0,12,19,5
308,0.24,0,1.67,2.3,0,0,1,0,0,0,12,20,5
309,0.461,0,1.18,1.98,0,0,1,0,0,0,12,21,5
310,0.349,0,1.16,1.4,0,0,0,0,0,0,12,22,5
311,0.127,0,1.04,1.58,1,0,0,0,0,0,12,23,5
312,0.11099999999999999,0,0.94,1.09,1,0,0,0,0,0,13,0,6
313,0.165,0,0.61,1.21,1,0,0,0,0,0,13,1,6
314,0.139,0,0.29,1.18,1,3,2,0,0,0,13,2,6
315,0.106,0,0.63,0.99,1,0,0,0,0,0,13,3,6
316,0.118,0,0.64,0.76,1,0,0,0,0,0,13,4,6
317,0.101,0,0.19,1.35,1,0,0,0,0,0,13,5,6
318,0.11599999999999999,0,-0.37,1.41,1,0,1,0,0,0,13,6,6
319,0.178,0,-0.41,1.81,1,0,1,0,0,0,13,7,6
320,0.22999999999999998,0,-0.27,2.31,1,0,1,0,0,0,13,8,6
321,0.16999999999999998,0,0.07,2.93,1,1,1,0,0,0,13,9,6
322,0.121,0,0.32,3.34,1,1,1,0,0,0,13,10,6
323,0.109,0,0.85,3.77,1,1,1,0,0,0,13,11,6
324,0.108,0,1.31,3.39,0,1,1,0,0,0,13,12,6
325,0.103,0,1.42,2.81,0,1,1,0,0,0,13,13,6
326,0.109,0,1.95,2.73,0,1,1,0,0,0,13,14,6
327,0.11399999999999999,0,1.94,2.75,0,1,1,0,0,0,13,15,6
328,0.101,0,1.73,2.99,0,1,0,0,0,0,13,16,6
329,0.098,0,2.15,3.59,0,0,0,0,0,0,13,17,6
330,0.1,0,2.23,3.99,0,0,0,0,0,0,13,18,6
331,0.11199999999999999,0,2.62,5.17,0,0,0,0,0,0,13,19,6
332,0.417,0,2.94,5.19,0,0,0,0,0,0,13,20,6
333,0.46699999999999997,0,2.51,5.11,0,0,1,0,0,0,13,21,6
334,0.465,0,2.45,4.98,0,0,0,0,0,0,13,22,6
335,0.296,0,2.03,5.33,0,0,1,0,0,0,13,23,6
336,0.176,0,2.38,5.87,0,0,0,0,0,0,14,0,0
337,0.128,0,1.94,5.87,0,0,1,0,0,0,14,1,0
338,0.115,0,2.28,6.15,0,0,1,0,0,0,14,2,0
339,0.10300000000000001,0,1.93,5.92,0,0,1,0,0,0,14,3,0
340,0.11199999999999999,0,1.93,5.27,0,0,1,0,0,0,14,4,0
341,0.109,0,1.54,5.32,0,0,1,0,0,0,14,5,0
342,0.104,0,1.53,4.43,0,0,1,0,0,0,14,6,0
343,0.179,0,1.37,4.08,0,0,1,0,0,0,14,7,0
344,0.243,0,1.23,3.63,0,0,0,0,0,0,14,8,0
345,0.182,0,1.26,3.55,0,1,0,0,0,0,14,9,0
346,0.108,0,1.28,3.83,0,1,1,0,0,0,14,10,0
347,0.11399999999999999,0,1.87,3.39,0,1,1,0,0,0,14,11,0
348,0.118,0,1.53,3.2,0,1,1,0,0,0,14,12,0
349,0.107,0,1.48,3.66,0,1,1,0,0,0,14,13,0
350,0.10600000000000001,0,2.06,3.25,0,1,0,0,0,0,14,14,0
351,0.106,0,2.29,3.17,0,1,0,0,0,0,14,15,0
352,0.118,0,2.19,2.55,0,1,0,0,0,0,14,16,0
353,0.10600000000000001,0,1.69,2.02,0,0,0,0,0,0,14,17,0
354,0.1,0,1.02,1.6,1,0,0,0,0,0,14,18,0
355,0.10200000000000001,0,0.89,1.28,1,0,0,0,0,0,14,19,0
356,0.595,0,0.79,0.93,1,0,0,0,0,0,14,20,0
357,0.625,0,0.31,1.04,1,0,0,0,0,0,14,21,0
358,0.6499999999999999,0,0.2,0.71,1,3,2,0,0,0,14,22,0
359,0.352,0,-0.83,1.0,1,3,2,0,0,0,14,23,0
360,0.111,0,-1.91,0.66,1,3,2,0,0,0,15,0,1
361,0.122,0,-1.02,0.94,1,3,2,0,0,0,15,1,1
362,0.10300000000000001,0,-1.33,1.75,1,0,0,0,0,0,15,2,1
363,0.11499999999999999,0,-1.77,1.42,1,5,4,0,0,0,15,3,1
364,0.106,0,-1.76,1.55,1,5,4,0,0,0,15,4,1
365,0.10300000000000001,0,-2.02,1.52,1,5,4,0,0,0,15,5,1
366,0.11299999999999999,0,-2.01,1.81,1,5,4,0,0,0,15,6,1
367,0.176,0,-1.79,1.24,1,5,4,0,0,0,15,7,1
368,0.224,0,-2.18,1.62,1,5,4,0,0,0,15,8,1
369,0.208,0,-2.16,1.81,1,5,4,0,0,0,15,9,1
370,0.111,0,-1.38,1.42,1,5,4,0,0,0,15,10,1
371,0.10700000000000001,0,-0.88,1.06,1,1,1,0,0,0,15,11,1
372,0.112,0,-0.33,0.77,1,1,1,0,0,0,15,12,1
373,0.118,0,-0.22,1.38,1,1,0,0,0,0,15,13,1
374,0.106,0,-0.06,1.44,1,1,0,0,0,0,15,14,1
375,0.10500000000000001,0,-0.15,1.23,1,2,2,0,0,0,15,15,1
376,0.11199999999999999,0,-0.25,1.12,1,2,2,0,0,0,15,16,1
377,0.11199999999999999,0,-0.78,0.79,1,3,2,0,0,0,15,17,1
378,0.103,0,-1.29,1.03,1,3,2,0,0,0,15,18,1
379,0.10300000000000001,0,-1.74,1.0,1,3,2,0,0,0,15,19,1
380,0.148,0,-1.75,0.96,1,3,2,0,0,0,15,20,1
381,0.274,0,-2.32,1.04,1,3,2,0,0,0,15,21,1
382,0.34099999999999997,0,-1.61,1.3,1,3,2,0,0,0,15,22,1
383,0.304,0,-2.02,0.86,1,3,2,0,0,0,15,23,1
384,0.109,0,-2.09,0.65,1,3,2,0,0,0,16,0,2
385,0.107,0,-1.57,0.98,1,3,2,0,0,0,16,1,2
386,0.11699999999999999,0,-1.96,0.88,1,3,2,0,0,0,16,2,2
387,0.11199999999999999,0,-2.48,0.68,1,3,2,0,0,0,16,3,2
388,0.103,0,-2.87,0.38,1,3,2,0,0,0,16,4,2
389,0.10200000000000001,0,-3.02,0.36,1,3,2,0,0,0,16,5,2
390,0.10600000000000001,0,-3.47,0.08,1,3,2,0,0,0,16,6,2
391,0.182,0,-3.86,0.16,1,0,0,0,0,0,16,7,2
